,code,name,price,distributor,image_src
63,FRE00107,Авокадо Fuerte Позелено 1п цца 160гр,56,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00107.jpg&w=750&q=75
64,FRE00336,Круша Вилијам 1п цца 290гр,25,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00336.jpg&w=750&q=75
65,FRE00336,Круша Вилијам 1п цца 290гр,25,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00336.jpg&w=750&q=75
66,FRE00111,Лимета 1п цца 100гр,45,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00111.jpg&w=750&q=75
67,FRE00111,Лимета 1п цца 100гр,45,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00111.jpg&w=750&q=75
68,FRE00235,Костени цца 500гр,115,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00235.jpg&w=750&q=75
69,FRE00235,Костени цца 500гр,115,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00235.jpg&w=750&q=75
70,FRE00156,Јаболка Црвен делишес мин. 5п цца 1кг,35,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00156.jpg&w=750&q=75
71,FRE00156,Јаболка Црвен делишес мин. 5п цца 1кг,35,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00156.jpg&w=750&q=75
72,FRE00160,Јаболка Златен делишес мин. 5п цца 1кг,36,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00160.jpg&w=750&q=75
