,code,name,price,distributor,image_src
73,FRE00160,Јаболка Златен делишес мин. 5п цца 1кг,36,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00160.jpg&w=750&q=75
74,FRE00172,Калинки мин. 3п цца. 1.2кг,155,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00172.jpg&w=750&q=75
75,FRE00172,Калинки мин. 3п цца. 1.2кг,155,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00172.jpg&w=750&q=75
76,FUD16499,Food Bar Тиква 1кг,89,Трговец:,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFUD16499.jpg&w=750&q=75
77,FUD16499,Food Bar Тиква 1кг,89,Трговец:,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFUD16499.jpg&w=750&q=75
78,FRE00146,Дуња 1п цца 330гр,39,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00146.jpg&w=750&q=75
79,FRE00146,Дуња 1п цца 330гр,39,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00146.jpg&w=750&q=75
80,FRE00208,Пиперка Лута 1п,16,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00208.jpg&w=750&q=75
81,FRE00208,Пиперка Лута 1п,16,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00208.jpg&w=750&q=75
82,FRE00179,Компир Жолт цца. 1кг,29,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00179.jpg&w=750&q=75
83,FRE00179,Компир Жолт цца. 1кг,29,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00179.jpg&w=750&q=75
84,FRE00183,Краставици мин. 3п цца. 1кг,83,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00183.jpg&w=750&q=75
85,FRE00183,Краставици мин. 3п цца. 1кг,83,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00183.jpg&w=750&q=75
86,FUD11501,Food Bar Беби Рукола 100гр,83,Трговец:,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFUD11501.jpg&w=750&q=75
87,FUD11501,Food Bar Беби Рукола 100гр,83,Трговец:,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFUD11501.jpg&w=750&q=75
88,FRE00224,Тиквица 1п цца. 480гр,24,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00224.jpg&w=750&q=75
89,FRE00224,Тиквица 1п цца. 480гр,24,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00224.jpg&w=750&q=75
90,FRE00195,Модар патлиџан (домат) 1п цца. 800гр,29,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00195.jpg&w=750&q=75
91,FRE00195,Модар патлиџан (домат) 1п цца. 800гр,29,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00195.jpg&w=750&q=75
92,FRE00143,Домати Розеви мин. 4п цца 1кг,87,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00143.jpg&w=750&q=75
93,FRE00143,Домати Розеви мин. 4п цца 1кг,87,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00143.jpg&w=750&q=75
94,FRE00191,Моркови цца 1кг,31,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00191.jpg&w=750&q=75
95,FRE00191,Моркови цца 1кг,31,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00191.jpg&w=750&q=75
96,FRE00108,Авокадо Fuerte ready2eat 1п цца 160гр,56,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00108.jpg&w=750&q=75
97,FRE00108,Авокадо Fuerte ready2eat 1п цца 160гр,56,Пакет Пилјара,https://paket.mk/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fpaket.mk%2Fuploads%2FFRE00108.jpg&w=750&q=75
